,Company Name,Job Title,Salary
539,"Springboard
4.5",Front End Developer,"₹1,129K - ₹1,240K"
540,"Miles
3.9",Software Engineer,₹17K - ₹18K
541,"Miles
3.9",Business Analyst,₹595K - ₹643K
542,"Miles
3.9",Senior Consultant,"₹1,672K - ₹1,812K"
543,"Miles
3.9",Engineer,₹40K - ₹43K
544,"Miles
3.9",Test Engineer,₹259K - ₹278K
545,"Zauba Corp
3.8",Software Engineer,"₹960K - ₹1,040K"
546,"Zauba Corp
3.8",Internship,₹23K - ₹25K
547,"Zauba Corp
3.8",SDE1,"₹984K - ₹1,073K"
548,"Zauba Corp
3.8",Data Engineer,₹560K - ₹610K
549,"Zauba Corp
3.8",Data Science,₹21K - ₹23K
550,Germane Analytics Pvt Ltd,-1,-1
551,GridEdge Technologies,-1,-1
552,"Talentica
3.8",Software Engineer,"₹ 11,03,870"
553,"Talentica
3.8",Senior Software Engineer,"₹ 14,48,942"
554,"Talentica
3.8",Software Developer,"₹ 12,29,090"
555,"Talentica
3.8",Software Engineer,"₹ 65,079/mo"
556,"Talentica
3.8",Software Development Engineer,"₹ 14,95,551"
557,"A2IT
5.0",Software Testing Fresher,₹272K - ₹293K
558,Cove Venture,-1,-1
559,"NetObjex
4.5",Software Engineer,₹368K - ₹405K
560,"NetObjex
4.5",Institutional Sales Supervisor,₹42K - ₹45K
561,"NetObjex
4.5",InStep,₹10K - ₹11K
562,"NetObjex
4.5",Director Of Business Development,₹163K - ₹176K
563,"Cumulations Technologies
4.6",Android Developer,₹356K - ₹385K
564,"Cumulations Technologies
4.6",Business Development,₹34K - ₹36K
565,"Cumulations Technologies
4.6",UI-UX Designer,₹484K - ₹525K
566,"Cumulations Technologies
4.6",IP Counsel,₹453K - ₹497K
567,"Cumulations Technologies
4.6",Mr,₹44K - ₹47K
568,"Nitor Infotech
3.3",Software Engineer,"₹ 4,59,994"
569,"Nitor Infotech
3.3",Senior Analyst,"₹ 7,82,987"
570,"Nitor Infotech
3.3",Senior Analyst,"₹ 37,434/mo"
571,"Nitor Infotech
3.3",Lead Engineer,"₹ 11,06,943"
572,"Nitor Infotech
3.3",Software Engineer,"₹ 18,069/mo"
573,"Honeywell
3.8",Data Analyst,"₹ 6,13,705"
574,"Honeywell
3.8",Data Analyst,₹22K - ₹24K
575,"Honeywell
3.8",Senior Data Analyst,"₹1,105K - ₹1,450K"
576,"Honeywell
3.8",Senior Engineer,"₹ 10,28,686"
577,"Honeywell
3.8",Tech Lead,"₹ 16,14,797"
578,"loyalytics consulting
4.2",Business Analyst,₹803K - ₹865K
579,"loyalytics consulting
4.2",Air Export Agent,₹14K - ₹15K
580,"Qualcomm
3.9",Engineer,"₹ 12,66,161"
581,"Qualcomm
3.9",Senior Engineer,"₹ 17,48,155"
582,"Qualcomm
3.9",Software Engineer,"₹ 12,78,640"
583,"Qualcomm
3.9",Associate Engineer,"₹ 10,22,707"
584,"Qualcomm
3.9",Senior Lead Engineer,"₹ 25,43,978"
585,"AppZen, Inc.
3.6",Associate,₹290K - ₹313K
586,"AppZen, Inc.
3.6",Data Analyst,₹21K - ₹23K
587,"Seventh Contact Hiring Solutions
5.0",-1,-1
588,"Wipro Limited
3.6",Project Engineer,"₹ 4,38,545"
589,"Wipro Limited
3.6",Senior Software Engineer,"₹ 7,22,577"
590,"Wipro Limited
3.6",Project Engineer,"₹ 28,627/mo"
591,"Wipro Limited
3.6",Software Engineer,"₹ 5,00,000"
592,"Wipro Limited
3.6",Senior Project Engineer,"₹ 6,52,664"
593,ScaleIn,-1,-1
594,"Simpl
4.3",Intern,"₹ 15,479/mo"
595,"Simpl
4.3",Operations,"₹ 15,579/mo"
596,"Simpl
4.3",Software Engineer,"₹1,929K - ₹2,097K"
597,"Simpl
4.3",Internship,₹15K - ₹16K
598,"Simpl
4.3",Business Development Manager,"₹2,346K - ₹2,534K"
599,"Quincus
4.0",Data Analyst,₹386K - ₹415K
600,ETAIOTA Systems,-1,-1
601,"Pivotchain Solutions
5.0",Assistant Vice President,₹778K - ₹847K
602,"TCG Digital
3.0",Data Scientist,"₹1,335K - ₹1,426K"
603,"TCG Digital
3.0",Software Developer,"₹ 18,319/mo"
604,"TCG Digital
3.0",Consultant,"₹ 12,66,591"
605,"TCG Digital
3.0",Senior Software Engineer,₹603K - ₹858K
606,"TCG Digital
3.0",Software Developer,"₹251K - ₹1,308K"
607,"Thrillophilia
4.5",Digital Marketing Associate,"₹ 20,133/mo"
608,"Thrillophilia
4.5",Content Writer,"₹ 20,043/mo"
609,"Thrillophilia
4.5",Sales Associate,"₹ 3,47,182"
610,"Thrillophilia
4.5",Internship,₹7K - ₹12K
611,"Thrillophilia
4.5",Business Development Executive,₹21K - ₹23K
612,"Star India
4.0",Intern,₹13K - ₹16K
613,"Star India
4.0",Associate,₹15K - ₹16K
614,"Star India
4.0",Senior Executive,₹534K - ₹578K
615,"Star India
4.0",Senior Sales Executive,₹682K - ₹740K
616,"Star India
4.0",Finance Executive,₹17K - ₹18K
617,"Kimberly-Clark
3.9",Manager,₹165K - ₹179K
618,"Kimberly-Clark
3.9",Associate,₹417K - ₹456K
619,"Kimberly-Clark
3.9",Management Trainee,₹30K - ₹32K
620,"Kimberly-Clark
3.9",Executive,₹12K - ₹13K
621,"Kimberly-Clark
3.9",Sales Manager,₹804K - ₹867K
622,"PipeCandy
4.6",Data Scientist,₹473K - ₹518K
623,"PipeCandy
4.6",Member Of Technical Staff,₹472K - ₹517K
624,"PipeCandy
4.6",ETL Developer,₹663K - ₹721K
625,"PipeCandy
4.6",Product Designer,"₹5,951K - ₹6,393K"
626,"Mahajan Imaging
4.0",Radiologist,₹213K - ₹232K
627,"Dasceq
2.0",-1,-1
628,"Amazon
4.2",Senior Product Manager,"₹ 40,63,150"
629,"Amazon
4.2",Senior Product Marketing Manager,"₹ 30,18,970"
630,"Amazon
4.2","Senior Manager, Product Management","₹6,091K - ₹6,667K"
631,"Amazon
4.2",Senior Product Manager,₹108K - ₹118K
632,"Amazon
4.2",Senior Technical Product Manager,"₹4,978K - ₹5,374K"
633,"Amazon
4.2",Business Analyst,"₹ 10,09,012"
634,"Amazon
4.2",Business Analyst,₹25K - ₹78K
635,"Amazon
4.2",Senior Business Analyst,"₹ 18,22,704"
636,"Amazon
4.2",Business Analyst II,"₹ 19,23,502"
637,"Amazon
4.2",Business Analyst I,"₹ 9,79,644"
638,"PharmEasy
3.9",Data Analyst,₹53K - ₹58K
639,"PharmEasy
3.9",Software Engineer,"₹ 14,95,551"
640,"PharmEasy
3.9",Customer Service Associate,"₹ 20,772/mo"
641,"PharmEasy
3.9",Manager,"₹950K - ₹1,854K"
642,"PharmEasy
3.9",Intern,₹20K - ₹42K
643,"Numerator
4.0",Team Lead,₹267K - ₹291K
644,"Numerator
4.0",Account Executive,₹29K - ₹31K
645,"Numerator
4.0",Sr. Software Engineer,₹566K - ₹617K
646,"Numerator
4.0",Senior Research Analyst,₹553K - ₹602K
647,"Numerator
4.0",Content Analyst,₹196K - ₹213K
648,"Elsevier
4.4",Project Manager,"₹ 7,25,280"
649,"Elsevier
4.4",Senior Software Engineer,"₹728K - ₹1,351K"
650,"Elsevier
4.4",Education Consultant,"₹1,188K - ₹1,596K"
651,"Elsevier
4.4",Manager,₹71K - ₹78K
652,"Elsevier
4.4",IPC,₹717K - ₹781K
653,"Philips
3.9",Senior Software Engineer,"₹ 9,96,013"
654,"Philips
3.9",Technical Specialist,"₹ 14,02,079"
655,"Philips
3.9",Software Engineer,"₹ 7,52,105"
656,"Philips
3.9",Intern,"₹ 23,271/mo"
657,"Philips
3.9",Senior Technical Specialist,"₹ 19,90,874"
658,"Astegic
4.1",Data Analyst,₹37K - ₹41K
659,"Astegic
4.1",Data Analyst,₹518K - ₹556K
660,"Astegic
4.1",Research Analyst,"₹ 15,483/mo"
661,"Astegic
4.1",IP Network Architect,₹15K - ₹17K
662,"Astegic
4.1",Software Engineer,₹453K - ₹484K
663,"Baker Hughes
3.5",Software Engineer,"₹ 11,21,656"
664,"Baker Hughes
3.5",Intern,"₹ 26,610/mo"
665,"Baker Hughes
3.5",Software Engineer Specialist,"₹ 8,60,281"
666,"Baker Hughes
3.5",Senior Software Engineer,"₹ 13,41,550"
667,"Baker Hughes
3.5",Lead Engineer,"₹ 14,81,873"
668,"dunnhumby
3.6",Senior Analyst,"₹ 11,11,448"
669,"dunnhumby
3.6",Analyst,"₹ 10,45,378"
670,"dunnhumby
3.6",Analysis Manager,"₹ 22,64,748"
671,"dunnhumby
3.6",Associate Analyst,"₹ 8,70,606"
672,"dunnhumby
3.6",Lead Analyst,"₹ 18,67,122"
673,R3coder,-1,-1
674,"Calsoft Labs
3.2",Senior Software Engineer,"₹ 8,96,543"
675,"Calsoft Labs
3.2",Software Engineer,"₹ 5,59,242"
676,"Calsoft Labs
3.2",Technical Lead,"₹ 20,98,076"
677,"Calsoft Labs
3.2",Module Lead,"₹ 12,18,601"
678,"Calsoft Labs
3.2",Software Engineer,"₹ 22,296/mo"
679,"Redian Software
3.9",SEO Analyst,₹16K - ₹18K
680,"Redian Software
3.9",Web Developer,₹10K - ₹11K
681,"Redian Software
3.9",Graphic Designer,₹22K - ₹23K
682,"Redian Software
3.9",Senior Developer,₹684K - ₹735K
683,"Redian Software
3.9",BDM,₹35K - ₹38K
684,"Genpact
3.6",Assistant Manager,"₹ 7,62,305"
685,"Genpact
3.6",Business Analyst,"₹ 6,62,527"
686,"Genpact
3.6",Process Associate,"₹ 2,10,660"
687,"Genpact
3.6",Process Developer,"₹ 3,44,192"
688,"Genpact
3.6",Manager,"₹ 12,18,939"
689,"Standard Chartered
3.7",Data Scientist,"₹1,356K - ₹1,446K"
690,"Standard Chartered
3.7",Data Scientist Analytics,"₹979K - ₹1,050K"
691,"Standard Chartered
3.7",Business Development Manager,"₹ 5,30,241"
692,"Standard Chartered
3.7",Relationship Manager,"₹ 7,34,195"
693,"Standard Chartered
3.7",Assistant Manager,"₹ 8,43,844"
694,Imurgence,-1,-1
695,"Infinium Solutionz
4.0",Senior Software Engineer,₹55K - ₹59K
696,"Infinium Solutionz
4.0",Software Developer,₹22K - ₹24K
697,"Infinium Solutionz
4.0",Software Developer,₹484K - ₹526K
698,"Infinium Solutionz
4.0",Business Analyst,₹33K - ₹35K
699,"Infinium Solutionz
4.0",Business Analyst,₹377K - ₹411K
700,"Indecomm Global Services India Private Limited
3.1",Data Analyst/Scientist,"₹1,329K - ₹1,426K"
701,"Indecomm Global Services India Private Limited
3.1",Senior Software Engineer,"₹ 10,37,170"
702,"Indecomm Global Services India Private Limited
3.1",Technical Lead,"₹ 17,16,239"
703,"Indecomm Global Services India Private Limited
3.1",Software Engineer,"₹ 7,90,332"
704,"Indecomm Global Services India Private Limited
3.1",Senior Consultant,"₹ 11,11,756"
705,SkillBit,-1,-1
706,"Angel broking
3.0",Data Scientist,₹19K - ₹21K
707,"Angel broking
3.0",Equity Dealer,"₹ 1,78,164"
708,"Angel broking
3.0",Relationship Manager,"₹ 16,865/mo"
709,"Angel broking
3.0",Equity Dealer,"₹ 14,898/mo"
710,"Angel broking
3.0",Assistant Manager,"₹ 3,27,558"
711,"Han Digital Solution
3.6",Consultant,"₹ 3,76,786"
712,"Han Digital Solution
3.6",Senior Recruiter,"₹ 1,77,628/mo"
713,"Han Digital Solution
3.6",Engagement Lead,₹630K - ₹967K
714,"Han Digital Solution
3.6",Senior Consultant,₹63K - ₹68K
715,"Han Digital Solution
3.6",Senior Consultant,₹415K - ₹451K
716,"Philips
3.9",Senior Software Engineer,"₹ 9,96,013"
717,"Philips
3.9",Technical Specialist,"₹ 14,02,079"
718,"Philips
3.9",Software Engineer,"₹ 7,52,105"
719,"Philips
3.9",Intern,"₹ 23,271/mo"
720,"Philips
3.9",Senior Technical Specialist,"₹ 19,90,874"
721,"Tika Data Services Private Limited
4.5",Intern,₹5K - ₹5K
722,"Tika Data Services Private Limited
4.5",Backend Developer,₹61K - ₹65K
723,"Tika Data Services Private Limited
4.5",Data Annotater,₹8K - ₹9K
724,TechCiti Software Consulting Pvt Ltd,-1,-1
725,"Healtheoz India
5.0",-1,-1
726,"Cubic Web Solutions
3.9",Software Developer,₹28K - ₹30K
727,"Innominds Software
3.0",Data Scientist,"₹1,200K - ₹1,291K"
728,"Innominds Software
3.0",Principal Data Scientist,"₹2,072K - ₹2,252K"
729,"Innominds Software
3.0",Software Engineer,"₹ 7,68,465"
730,"Innominds Software
3.0",Senior Software Engineer,"₹ 11,16,611"
731,"Innominds Software
3.0",UI Developer,"₹ 5,46,197"
732,"Innominds Software
3.0",Senior Software Engineer,"₹ 16,55,858"
733,"Innominds Software
3.0",Intern,"₹ 28,190/mo"
734,"Innominds Software
3.0",Software Development,"₹ 24,830/mo"
735,"Innominds Software
3.0",Software Engineer,"₹115K - ₹1,266K"
736,"Innominds Software
3.0",Software Developer,"₹1,244K - ₹1,624K"
737,"Danske IT and Support Services
2.6",Software Engineer,"₹ 8,52,726"
738,"Danske IT and Support Services
2.6",Senior Software Engineer,"₹ 11,00,000"
739,"Danske IT and Support Services
2.6",Associate Software Engineer,"₹ 4,53,203"
740,"Danske IT and Support Services
2.6",Business Analyst,"₹ 10,98,062"
741,"Danske IT and Support Services
2.6",Senior Business Analyst,"₹ 13,00,875"
742,"Infiniticube Services Pvt Ltd
4.5",InStep,₹15K - ₹30K
743,"Infiniticube Services Pvt Ltd
4.5",SEO Executive,₹17K - ₹19K
744,"Infiniticube Services Pvt Ltd
4.5",Intranet Content Manager,₹614K - ₹664K
745,"Infiniticube Services Pvt Ltd
4.5",Investor Relations Associate,₹25K - ₹28K
746,"Boston Consulting Group
4.0",Senior Associate,"₹ 31,61,328"
747,"Boston Consulting Group
4.0",Consultant,"₹ 42,21,971"
748,"Boston Consulting Group
4.0",Associate,"₹ 17,82,723"
749,"Boston Consulting Group
4.0",Senior Analyst,"₹ 18,51,635"
750,"Boston Consulting Group
4.0",Senior Knowledge Analyst,"₹ 16,65,008"
751,Sybrant Data,-1,-1
752,"Unitforce Technologies Consulting Pvt Ltd
3.5",Software Engineer,₹402K - ₹441K
753,"Unitforce Technologies Consulting Pvt Ltd
3.5",IPC,₹833K - ₹895K
754,"Unitforce Technologies Consulting Pvt Ltd
3.5",Construction Quality Control Manager,₹396K - ₹423K
755,"Unitforce Technologies Consulting Pvt Ltd
3.5",Unix Administrative,₹55K - ₹60K
756,"Tata Communications
3.8",Assistant Manager,"₹ 10,02,388"
757,"Tata Communications
3.8",Manager,"₹ 16,95,538"
758,"Tata Communications
3.8",Network Engineer,"₹ 3,79,409"
759,"Tata Communications
3.8",Customer Service Executive,"₹ 3,97,734"
760,"Tata Communications
3.8",Senior Manager,"₹ 24,56,592"
761,"Spinnaker LLC
3.4",Business Analyst,₹785K - ₹846K
762,"Star TV Network
3.8",Assistant Manager,"₹ 14,81,426"
763,"Star TV Network
3.8",Senior Manager,"₹ 25,57,415"
764,"Star TV Network
3.8",Manager,"₹ 18,22,704"
765,"Star TV Network
3.8",Intern,"₹ 11,503/mo"
766,"Star TV Network
3.8",Senior Executive,"₹ 11,13,527"
767,"CoStrategix Technologies
3.5",Software Analyst,"₹ 7,56,873"
768,"CoStrategix Technologies
3.5",Software Analyst,"₹ 51,286/mo"
769,"CoStrategix Technologies
3.5",Software Engineer,₹34K - ₹626K
770,"CoStrategix Technologies
3.5",Software Engineer,₹24K - ₹58K
771,"CoStrategix Technologies
3.5",Senior Software Engineer,"₹1,113K - ₹1,234K"
772,RedLotus,-1,-1
773,Shree Consultancy Services,-1,-1
774,Fitfyles,-1,-1
775,"SILICON TECHLAB
3.2",Software Engineer,₹35K - ₹37K
776,"SILICON TECHLAB
3.2",Senior Software Engineer,₹522K - ₹557K
777,"SILICON TECHLAB
3.2",Senior Project Manager,₹67K - ₹73K
778,"SILICON TECHLAB
3.2",Assistant Systems Administrator,₹283K - ₹308K
779,"6sense
4.9",-1,-1
780,"Swiss Re
3.8",Senior Data Analyst,₹674K - ₹721K
781,"Swiss Re
3.8",Assistant Vice President,"₹ 22,73,937"
782,"Swiss Re
3.8",Technical Accountant,"₹ 5,77,316"
783,"Swiss Re
3.8",Senior Actuarial Analyst,"₹ 13,25,054"
784,"Swiss Re
3.8",Associate,"₹ 5,28,349"
785,"Ganit
3.0",Data Analyst,₹378K - ₹409K
786,"Nuware Systems
3.6",Software Engineer,"₹ 4,86,067"
787,"Nuware Systems
3.6",Software Engineer,"₹ 59,275/mo"
788,"Nuware Systems
3.6",Senior Software Engineer,"₹886K - ₹1,132K"
789,"Nuware Systems
3.6",Senior Software Engineer,₹45K - ₹48K
790,"Nuware Systems
3.6",Executive,₹95K - ₹102K
791,"KhataBook
4.5",Team Leader,₹15K - ₹17K
792,"KhataBook
4.5",Digital Marketing Manager,₹774K - ₹833K
793,"Twilio
3.9",-1,-1
794,Cytiva,-1,-1
795,"Zynga
4.0",Software Engineer,"₹ 15,47,632"
796,"Zynga
4.0",Senior Software Engineer,"₹ 20,62,483"
797,"Zynga
4.0",Associate Software Engineer,"₹ 10,53,776"
798,"Zynga
4.0",Product Manager,"₹ 29,24,514"
799,"Zynga
4.0",Game Designer,"₹ 13,09,195"
800,DSS Sustainable Solutions,-1,-1
801,"IQLECT
3.8",Data Scientist,₹10K - ₹11K
802,"IQLECT
3.8",Applications Developer,₹498K - ₹768K
803,"IQLECT
3.8",Software Engineer,₹647K - ₹706K
804,"IQLECT
3.8",Sales Manager,"₹2,375K - ₹2,576K"
805,"IQLECT
3.8",QA Engineer,₹19K - ₹20K
806,"Pattern Effects Labs
3.5",IT Analyst,₹129K - ₹138K
807,Tenzai,-1,-1
808,"Dasceq
2.0",-1,-1
809,"Microsoft
4.3",Software Development Engineer,"₹ 14,19,137"
810,"Microsoft
4.3",Software Engineer,"₹ 14,03,767"
811,"Microsoft
4.3",Associate Consultant,"₹ 9,98,000"
812,"Microsoft
4.3",Intern,"₹ 44,827/mo"
813,"Microsoft
4.3",Consultant,"₹ 18,56,175"
814,Wade Maritime Consultants Private Limited,-1,-1
815,spineor webservices Pvt Ltd Mohali,-1,-1
816,WeRecruit Talent,-1,-1
817,"PayPal
3.6",Software Engineer,"₹ 12,37,149"
818,"PayPal
3.6",Software Engineer III,"₹ 21,51,802"
819,"PayPal
3.6",Software Engineer II,"₹ 16,13,973"
820,"PayPal
3.6",Senior Software Engineer,"₹ 18,00,000"
821,"PayPal
3.6",Software Engineer -2,"₹ 16,37,235"
822,"Pinnacle Digital Analytics
2.5",Human Resources,₹5K - ₹6K
823,"upGrad Education Private Limited
3.5",Admissions Counselor,"₹ 6,85,000"
824,"upGrad Education Private Limited
3.5",Content Strategist,"₹ 14,05,379"
825,"upGrad Education Private Limited
3.5",Intern,"₹ 39,277/mo"
826,"upGrad Education Private Limited
3.5",Admission Counselor,"₹ 5,98,221"
827,"upGrad Education Private Limited
3.5",Senior Admissions Counselor,"₹ 8,91,867"
828,"h2o.ai
4.1",-1,-1
829,Benchire,-1,-1
830,"PayPal
3.6",Software Engineer,"₹ 12,37,149"
831,"PayPal
3.6",Software Engineer III,"₹ 21,51,802"
832,"PayPal
3.6",Software Engineer II,"₹ 16,13,973"
833,"PayPal
3.6",Senior Software Engineer,"₹ 18,00,000"
834,"PayPal
3.6",Software Engineer -2,"₹ 16,37,235"
835,"Micro Focus
3.2",Software Engineer,"₹ 8,86,789"
836,"Micro Focus
3.2",Senior Software Engineer,"₹ 10,74,037"
837,"Micro Focus
3.2",Associate Software Engineer,"₹ 8,03,666"
838,"Micro Focus
3.2",Member Of Technical Staff,"₹ 13,99,491"
839,"Micro Focus
3.2",Technology Consultant,"₹ 8,26,185"
840,Jubna,-1,-1
841,"Nokia
4.1",RF DATA OPTIMIZATION ENGINEER,₹546K - ₹590K
842,"Nokia
4.1",R&D Engineer,"₹ 9,32,478"
843,"Nokia
4.1",Senior Software Engineer,"₹ 12,58,393"
844,"Nokia
4.1",Software Engineer,"₹ 9,09,575"
845,"Nokia
4.1",Technical Lead,"₹ 13,08,744"
846,JMA Global IT Solutions SDN BHD,-1,-1
847,"Twilio
3.9",-1,-1
848,"TaskUs
4.5",Team Lead,₹29K - ₹31K
849,"TaskUs
4.5",General Manager,₹21K - ₹23K
850,"TaskUs
4.5",Quality Analyst,₹21K - ₹23K
851,"TaskUs
4.5",Human Resources Generalist,₹47K - ₹51K
852,"TaskUs
4.5",Team Member,₹16K - ₹18K
853,Cerentral Consultants,-1,-1
854,"Tredence
3.5",Business Analyst,"₹ 6,73,211"
855,"Tredence
3.5",Senior Business Analyst,"₹ 9,49,943"
856,"Tredence
3.5",Business Analyst,"₹ 47,331/mo"
857,"Tredence
3.5",Software Engineer,"₹ 6,99,746"
858,"Tredence
3.5",Associate Manager,"₹ 12,24,879"
859,SearchUrCollege,-1,-1
860,"Guidewire Software
4.1",-1,-1
