,Company Name,Job Title,Salary
3950,"Ericsson-Worldwide
3.9",Senior Software Engineer,"₹ 10,70,244"
3951,"Ericsson-Worldwide
3.9",Solution Integrator,"₹ 6,66,691"
3952,"Ericsson-Worldwide
3.9",Engineer,"₹ 5,21,496"
3953,"Tata Insights and Quants
4.0",IT Support Specialist,₹25K - ₹27K
3954,"Tata Insights and Quants
4.0",Systems Engineer,"₹ 5,17,321"
3955,"Tata Insights and Quants
4.0",Manager,"₹ 9,97,928"
3956,"Tata Insights and Quants
4.0",Software Engineer,"₹ 3,61,378"
3957,"Tata Insights and Quants
4.0",Mechanical Engineer,"₹ 24,669/mo"
3958,"PayPal
3.6",Software Engineer,"₹ 12,23,633"
3959,"PayPal
3.6",Software Engineer III,"₹ 21,51,802"
3960,"PayPal
3.6",Software Engineer II,"₹ 16,13,973"
3961,"PayPal
3.6",Senior Software Engineer,"₹ 18,00,000"
3962,"PayPal
3.6",Software Engineer -2,"₹ 16,64,598"
3963,"YourMechanic
3.1",-1,-1
3964,"itForte
5.0",-1,-1
3965,"PayPal
3.6",Software Engineer,"₹ 12,23,633"
3966,"PayPal
3.6",Software Engineer III,"₹ 21,51,802"
3967,"PayPal
3.6",Software Engineer II,"₹ 16,13,973"
3968,"PayPal
3.6",Senior Software Engineer,"₹ 18,00,000"
3969,"PayPal
3.6",Software Engineer -2,"₹ 16,64,598"
3970,"Seagate Technology
3.3",Staff Engineer,"₹ 22,73,937"
3971,"Seagate Technology
3.3",Intern,"₹ 30,340/mo"
3972,"Seagate Technology
3.3",Software Engineer,"₹ 7,27,581"
3973,"Seagate Technology
3.3",Senior Firmware Engineer,"₹ 18,00,777"
3974,"Seagate Technology
3.3",Engineer-I,"₹ 9,21,868"
3975,"Icertis
4.2",Software Analyst,"₹ 7,02,394"
3976,"Icertis
4.2",Software Analyst,"₹ 38,423/mo"
3977,"Icertis
4.2",Senior Software Engineer,"₹ 9,38,519"
3978,"Icertis
4.2",Intern,"₹ 14,729/mo"
3979,"Icertis
4.2",Director,"₹ 45,28,456"
3980,"Coresight Research, Inc.
2.9",-1,-1
3981,"Jan Elaaj
1.0",-1,-1
3982,"Tata Insights and Quants
4.0",Systems Engineer,"₹ 5,17,321"
3983,"Tata Insights and Quants
4.0",Manager,"₹ 9,97,928"
3984,"Tata Insights and Quants
4.0",Software Engineer,"₹ 3,61,378"
3985,"Tata Insights and Quants
4.0",Mechanical Engineer,"₹ 24,669/mo"
3986,"Tata Insights and Quants
4.0",Systems Engineer,"₹ 34,763/mo"
3987,"MINDBODY
3.5",QA Analyst,"₹1,126K - ₹1,234K"
3988,"MINDBODY
3.5",Operations,₹19K - ₹21K
3989,"MINDBODY
3.5",Software Engineer III,"₹2,299K - ₹2,510K"
3990,"MINDBODY
3.5",Anonymous,"₹953K - ₹1,025K"
3991,"MINDBODY
3.5",Senior QA Analyst,"₹945K - ₹1,035K"
3992,"Grid Logic Software Private Limited
4.7",Key Account Manager,₹673K - ₹732K
3993,"Grid Logic Software Private Limited
4.7",Software,₹2K - ₹2K
3994,"Grid Logic Software Private Limited
4.7",Process Developer-II,₹226K - ₹248K
3995,"TTEC
3.4",Customer Service Representative,"₹ 24,171/mo"
3996,"TTEC
3.4",Fraud Analyst,₹19K - ₹24K
3997,"TTEC
3.4",Click To Chat Representative,₹24K - ₹26K
3998,"TTEC
3.4",Fraud Prevention Analyst,₹26K - ₹30K
3999,"TTEC
3.4",Chat Associate,₹24K - ₹26K
4000,"Tata Insights and Quants
4.0",Systems Engineer,"₹ 5,17,321"
4001,"Tata Insights and Quants
4.0",Manager,"₹ 9,97,928"
4002,"Tata Insights and Quants
4.0",Software Engineer,"₹ 3,61,378"
4003,"Tata Insights and Quants
4.0",Mechanical Engineer,"₹ 24,669/mo"
4004,"Tata Insights and Quants
4.0",Systems Engineer,"₹ 34,763/mo"
4005,"CIEL HR Services
4.5",Assistant Manager,"₹ 14,819/mo"
4006,"CIEL HR Services
4.5",Consultant,₹28K - ₹30K
4007,"CIEL HR Services
4.5",Human Resources Manager,₹16K - ₹17K
4008,"CIEL HR Services
4.5",Systems Administrator,₹580K - ₹633K
4009,"CIEL HR Services
4.5",General Manager,"₹1,412K - ₹1,540K"
4010,"Triangle Global
5.0",Senior Manager Recruitment,"₹2,229K - ₹2,419K"
4011,"Tata Insights and Quants
4.0",Systems Engineer,"₹ 5,17,321"
4012,"Tata Insights and Quants
4.0",Manager,"₹ 9,97,928"
4013,"Tata Insights and Quants
4.0",Software Engineer,"₹ 3,61,378"
4014,"Tata Insights and Quants
4.0",Mechanical Engineer,"₹ 24,669/mo"
4015,"Tata Insights and Quants
4.0",Systems Engineer,"₹ 34,763/mo"
4016,"Paytm
3.4",Software Engineer,"₹ 10,91,744"
4017,"Paytm
3.4",Senior Software Engineer,"₹ 17,85,469"
4018,"Paytm
3.4",Product Manager,"₹ 22,55,948"
4019,"Paytm
3.4",Software Developer,"₹ 10,74,781"
4020,"Paytm
3.4",Assistant Manager,"₹ 8,57,801"
4021,"Umlaut
3.9",Senior Engineer,₹444K - ₹490K
4022,"Umlaut
3.9",Mechanical Design Engineer,₹14K - ₹16K
4023,"Umlaut
3.9",Illustrator,₹287K - ₹312K
4024,"Teknuance Info Solutions
4.2",Research Analyst,"₹ 18,114/mo"
4025,"Teknuance Info Solutions
4.2",Software Developer,₹13K - ₹28K
4026,"Teknuance Info Solutions
4.2",Front End Developer,₹22K - ₹25K
4027,"Teknuance Info Solutions
4.2",Software Developer,₹385K - ₹412K
4028,"Teknuance Info Solutions
4.2",Business Analyst,₹20K - ₹22K
4029,"Near.co
4.7",Software Engineer,"₹1,075K - ₹1,172K"
4030,"Near.co
4.7",Analyst,₹650K - ₹717K
4031,"Near.co
4.7",Engineer,₹806K - ₹874K
4032,"Near.co
4.7",Devops Engineer,₹444K - ₹488K
4033,"Near.co
4.7",Lead,"₹1,560K - ₹1,683K"
4034,"Edge Networks ATS
3.7",Software Engineer,"₹ 5,38,111"
4035,"Edge Networks ATS
3.7",Project Manager,"₹ 70,188/mo"
4036,"Edge Networks ATS
3.7",Senior Software Engineer,₹558K - ₹607K
4037,"Edge Networks ATS
3.7",Software Developer,"₹1,183K - ₹1,289K"
4038,"Edge Networks ATS
3.7",Manager,"₹976K - ₹1,043K"
4039,"Amazon
4.2",Senior Data Engineer,"₹ 14,22,102"
4040,"Amazon
4.2",Senior Data Engineer,₹266K - ₹290K
4041,"Amazon
4.2",Software Development Engineer,"₹ 14,77,690"
4042,"Amazon
4.2",Software Development Engineer I,"₹ 15,51,897"
4043,"Amazon
4.2",Software Development Engineer,"₹ 43,061/mo"
4044,"Antal International
3.6",Consultant,₹13K - ₹24K
4045,"Antal International
3.6",Research Associate,₹16K - ₹21K
4046,"Antal International
3.6",Software Developer,₹817K - ₹891K
4047,"Antal International
3.6",Manager,₹476K - ₹519K
4048,"Antal International
3.6",Manager,₹76K - ₹82K
4049,"HERE Technologies
3.7",GIS Analyst,"₹ 2,57,357"
4050,"HERE Technologies
3.7",GIS Analyst,"₹ 18,717/mo"
4051,"HERE Technologies
3.7",SPATIAL DATA SPECIALIST,"₹ 2,66,644"
4052,"HERE Technologies
3.7",Associate Geographic Technician,"₹ 2,72,627"
4053,"HERE Technologies
3.7",SPATIAL DATA SPECIALIST,"₹ 17,776/mo"
4054,Devkraft Technologies,-1,-1
4055,"Amazon
4.2",Software Development Engineer,"₹ 14,77,690"
4056,"Amazon
4.2",Software Development Engineer I,"₹ 15,51,897"
4057,"Amazon
4.2",Software Development Engineer,"₹ 43,061/mo"
4058,"Amazon
4.2",SDE1,"₹ 13,98,718"
4059,"Amazon
4.2",Customer Service Associate,"₹ 2,43,027"
4060,"Zycus
3.3",Software Engineer,"₹ 5,33,368"
4061,"Zycus
3.3",Procurement Analyst,"₹ 4,20,678"
4062,"Zycus
3.3",Associate Software Engineer,"₹ 4,69,560"
4063,"Zycus
3.3",Software Engineer,"₹ 39,618/mo"
4064,"Zycus
3.3",Associate Test Lead,"₹ 6,37,406"
4065,"Roljobs Technology Services Pvt Ltd
3.7",Human Resources Recruiter,"₹ 17,782/mo"
4066,"Roljobs Technology Services Pvt Ltd
3.7",Senior Recruiter,"₹ 18,136/mo"
4067,"Roljobs Technology Services Pvt Ltd
3.7",Human Resources Recruiter,"₹ 2,42,724"
4068,"Roljobs Technology Services Pvt Ltd
3.7",Recruiter,₹207K - ₹484K
4069,"Roljobs Technology Services Pvt Ltd
3.7",Recruiter,₹11K - ₹15K
4070,"Ericsson-Worldwide
3.9",Network Engineer,"₹ 4,76,090"
4071,"Ericsson-Worldwide
3.9",Software Engineer,"₹ 6,39,112"
4072,"Ericsson-Worldwide
3.9",Senior Software Engineer,"₹ 10,70,244"
4073,"Ericsson-Worldwide
3.9",Solution Integrator,"₹ 6,66,691"
4074,"Ericsson-Worldwide
3.9",Engineer,"₹ 5,21,496"
4075,"Tata Insights and Quants
4.0",IT Support Specialist,₹25K - ₹27K
4076,"Tata Insights and Quants
4.0",Systems Engineer,"₹ 5,17,321"
4077,"Tata Insights and Quants
4.0",Manager,"₹ 9,97,928"
4078,"Tata Insights and Quants
4.0",Software Engineer,"₹ 3,61,378"
4079,"Tata Insights and Quants
4.0",Mechanical Engineer,"₹ 24,669/mo"
4080,"PayPal
3.6",Software Engineer,"₹ 12,23,633"
4081,"PayPal
3.6",Software Engineer III,"₹ 21,51,802"
4082,"PayPal
3.6",Software Engineer II,"₹ 16,13,973"
4083,"PayPal
3.6",Senior Software Engineer,"₹ 18,00,000"
4084,"PayPal
3.6",Software Engineer -2,"₹ 16,64,598"
4085,"YourMechanic
3.1",-1,-1
4086,"itForte
5.0",-1,-1
4087,"PayPal
3.6",Software Engineer,"₹ 12,23,633"
4088,"PayPal
3.6",Software Engineer III,"₹ 21,51,802"
4089,"PayPal
3.6",Software Engineer II,"₹ 16,13,973"
4090,"PayPal
3.6",Senior Software Engineer,"₹ 18,00,000"
4091,"PayPal
3.6",Software Engineer -2,"₹ 16,64,598"
4092,"Seagate Technology
3.3",Staff Engineer,"₹ 22,73,937"
4093,"Seagate Technology
3.3",Intern,"₹ 30,340/mo"
4094,"Seagate Technology
3.3",Software Engineer,"₹ 7,27,581"
4095,"Seagate Technology
3.3",Senior Firmware Engineer,"₹ 18,00,777"
4096,"Seagate Technology
3.3",Engineer-I,"₹ 9,21,868"
4097,"Icertis
4.2",Software Analyst,"₹ 7,02,394"
4098,"Icertis
4.2",Software Analyst,"₹ 38,423/mo"
4099,"Icertis
4.2",Senior Software Engineer,"₹ 9,38,519"
4100,"Icertis
4.2",Intern,"₹ 14,729/mo"
4101,"Icertis
4.2",Director,"₹ 45,28,456"
4102,"Coresight Research, Inc.
2.9",-1,-1
4103,"Jan Elaaj
1.0",-1,-1
4104,"Tata Insights and Quants
4.0",Systems Engineer,"₹ 5,17,321"
4105,"Tata Insights and Quants
4.0",Manager,"₹ 9,97,928"
4106,"Tata Insights and Quants
4.0",Software Engineer,"₹ 3,61,378"
4107,"Tata Insights and Quants
4.0",Mechanical Engineer,"₹ 24,669/mo"
4108,"Tata Insights and Quants
4.0",Systems Engineer,"₹ 34,763/mo"
4109,"MINDBODY
3.5",QA Analyst,"₹1,126K - ₹1,234K"
4110,"MINDBODY
3.5",Operations,₹19K - ₹21K
4111,"MINDBODY
3.5",Software Engineer III,"₹2,299K - ₹2,510K"
4112,"MINDBODY
3.5",Anonymous,"₹953K - ₹1,025K"
4113,"MINDBODY
3.5",Senior QA Analyst,"₹945K - ₹1,035K"
4114,"Grid Logic Software Private Limited
4.7",Key Account Manager,₹673K - ₹732K
4115,"Grid Logic Software Private Limited
4.7",Software,₹2K - ₹2K
4116,"Grid Logic Software Private Limited
4.7",Process Developer-II,₹226K - ₹248K
4117,"TTEC
3.4",Customer Service Representative,"₹ 24,171/mo"
4118,"TTEC
3.4",Fraud Analyst,₹19K - ₹24K
4119,"TTEC
3.4",Click To Chat Representative,₹24K - ₹26K
4120,"TTEC
3.4",Fraud Prevention Analyst,₹26K - ₹30K
4121,"TTEC
3.4",Chat Associate,₹24K - ₹26K
4122,"Tata Insights and Quants
4.0",Systems Engineer,"₹ 5,17,321"
4123,"Tata Insights and Quants
4.0",Manager,"₹ 9,97,928"
4124,"Tata Insights and Quants
4.0",Software Engineer,"₹ 3,61,378"
4125,"Tata Insights and Quants
4.0",Mechanical Engineer,"₹ 24,669/mo"
4126,"Tata Insights and Quants
4.0",Systems Engineer,"₹ 34,763/mo"
4127,"CIEL HR Services
4.5",Assistant Manager,"₹ 14,819/mo"
4128,"CIEL HR Services
4.5",Consultant,₹28K - ₹30K
4129,"CIEL HR Services
4.5",Human Resources Manager,₹16K - ₹17K
4130,"CIEL HR Services
4.5",Systems Administrator,₹580K - ₹633K
4131,"CIEL HR Services
4.5",General Manager,"₹1,412K - ₹1,540K"
4132,"Triangle Global
5.0",Senior Manager Recruitment,"₹2,229K - ₹2,419K"
4133,"Tata Insights and Quants
4.0",Systems Engineer,"₹ 5,17,321"
4134,"Tata Insights and Quants
4.0",Manager,"₹ 9,97,928"
4135,"Tata Insights and Quants
4.0",Software Engineer,"₹ 3,61,378"
4136,"Tata Insights and Quants
4.0",Mechanical Engineer,"₹ 24,669/mo"
4137,"Tata Insights and Quants
4.0",Systems Engineer,"₹ 34,763/mo"
4138,"Paytm
3.4",Software Engineer,"₹ 10,91,744"
4139,"Paytm
3.4",Senior Software Engineer,"₹ 17,85,469"
4140,"Paytm
3.4",Product Manager,"₹ 22,55,948"
4141,"Paytm
3.4",Software Developer,"₹ 10,74,781"
4142,"Paytm
3.4",Assistant Manager,"₹ 8,57,801"
4143,"Umlaut
3.9",Senior Engineer,₹444K - ₹490K
4144,"Umlaut
3.9",Mechanical Design Engineer,₹14K - ₹16K
4145,"Umlaut
3.9",Illustrator,₹287K - ₹312K
4146,"Teknuance Info Solutions
4.2",Research Analyst,"₹ 18,114/mo"
4147,"Teknuance Info Solutions
4.2",Software Developer,₹13K - ₹28K
4148,"Teknuance Info Solutions
4.2",Front End Developer,₹22K - ₹25K
4149,"Teknuance Info Solutions
4.2",Software Developer,₹385K - ₹412K
4150,"Teknuance Info Solutions
4.2",Business Analyst,₹20K - ₹22K
4151,"Near.co
4.7",Software Engineer,"₹1,075K - ₹1,172K"
4152,"Near.co
4.7",Analyst,₹650K - ₹717K
4153,"Near.co
4.7",Engineer,₹806K - ₹874K
4154,"Near.co
4.7",Devops Engineer,₹444K - ₹488K
4155,"Near.co
4.7",Lead,"₹1,560K - ₹1,683K"
4156,"Edge Networks ATS
3.7",Software Engineer,"₹ 5,38,111"
4157,"Edge Networks ATS
3.7",Project Manager,"₹ 70,188/mo"
4158,"Edge Networks ATS
3.7",Senior Software Engineer,₹558K - ₹607K
4159,"Edge Networks ATS
3.7",Software Developer,"₹1,183K - ₹1,289K"
4160,"Edge Networks ATS
3.7",Manager,"₹976K - ₹1,043K"
4161,"Amazon
4.2",Senior Data Engineer,"₹ 14,22,102"
4162,"Amazon
4.2",Senior Data Engineer,₹266K - ₹290K
4163,"Amazon
4.2",Software Development Engineer,"₹ 14,77,690"
4164,"Amazon
4.2",Software Development Engineer I,"₹ 15,51,897"
4165,"Amazon
4.2",Software Development Engineer,"₹ 43,061/mo"
4166,"Antal International
3.6",Consultant,₹13K - ₹24K
4167,"Antal International
3.6",Research Associate,₹16K - ₹21K
4168,"Antal International
3.6",Software Developer,₹817K - ₹891K
4169,"Antal International
3.6",Manager,₹476K - ₹519K
4170,"Antal International
3.6",Manager,₹76K - ₹82K
4171,"HERE Technologies
3.7",GIS Analyst,"₹ 2,57,357"
4172,"HERE Technologies
3.7",GIS Analyst,"₹ 18,717/mo"
4173,"HERE Technologies
3.7",SPATIAL DATA SPECIALIST,"₹ 2,66,644"
4174,"HERE Technologies
3.7",Associate Geographic Technician,"₹ 2,72,627"
4175,"HERE Technologies
3.7",SPATIAL DATA SPECIALIST,"₹ 17,776/mo"
4176,Devkraft Technologies,-1,-1
4177,"Amazon
4.2",Software Development Engineer,"₹ 14,77,690"
4178,"Amazon
4.2",Software Development Engineer I,"₹ 15,51,897"
4179,"Amazon
4.2",Software Development Engineer,"₹ 43,061/mo"
4180,"Amazon
4.2",SDE1,"₹ 13,98,718"
4181,"Amazon
4.2",Customer Service Associate,"₹ 2,43,027"
4182,"Zycus
3.3",Software Engineer,"₹ 5,33,368"
4183,"Zycus
3.3",Procurement Analyst,"₹ 4,20,678"
4184,"Zycus
3.3",Associate Software Engineer,"₹ 4,69,560"
4185,"Zycus
3.3",Software Engineer,"₹ 39,618/mo"
4186,"Zycus
3.3",Associate Test Lead,"₹ 6,37,406"
4187,"Roljobs Technology Services Pvt Ltd
3.7",Human Resources Recruiter,"₹ 17,782/mo"
4188,"Roljobs Technology Services Pvt Ltd
3.7",Senior Recruiter,"₹ 18,136/mo"
4189,"Roljobs Technology Services Pvt Ltd
3.7",Human Resources Recruiter,"₹ 2,42,724"
4190,"Roljobs Technology Services Pvt Ltd
3.7",Recruiter,₹207K - ₹484K
4191,"Roljobs Technology Services Pvt Ltd
3.7",Recruiter,₹11K - ₹15K
4192,"Ericsson-Worldwide
3.9",Network Engineer,"₹ 4,76,090"
4193,"Ericsson-Worldwide
3.9",Software Engineer,"₹ 6,39,112"
4194,"Ericsson-Worldwide
3.9",Senior Software Engineer,"₹ 10,70,244"
4195,"Ericsson-Worldwide
3.9",Solution Integrator,"₹ 6,66,691"
4196,"Ericsson-Worldwide
3.9",Engineer,"₹ 5,21,496"
4197,"Tata Insights and Quants
4.0",IT Support Specialist,₹25K - ₹27K
4198,"Tata Insights and Quants
4.0",Systems Engineer,"₹ 5,17,321"
4199,"Tata Insights and Quants
4.0",Manager,"₹ 9,97,928"
4200,"Tata Insights and Quants
4.0",Software Engineer,"₹ 3,61,378"
4201,"Tata Insights and Quants
4.0",Mechanical Engineer,"₹ 24,669/mo"
4202,"PayPal
3.6",Software Engineer,"₹ 12,23,633"
4203,"PayPal
3.6",Software Engineer III,"₹ 21,51,802"
4204,"PayPal
3.6",Software Engineer II,"₹ 16,13,973"
4205,"PayPal
3.6",Senior Software Engineer,"₹ 18,00,000"
4206,"PayPal
3.6",Software Engineer -2,"₹ 16,64,598"
4207,"YourMechanic
3.1",-1,-1
4208,"itForte
5.0",-1,-1
4209,"PayPal
3.6",Software Engineer,"₹ 12,23,633"
4210,"PayPal
3.6",Software Engineer III,"₹ 21,51,802"
4211,"PayPal
3.6",Software Engineer II,"₹ 16,13,973"
4212,"PayPal
3.6",Senior Software Engineer,"₹ 18,00,000"
4213,"PayPal
3.6",Software Engineer -2,"₹ 16,64,598"
4214,"Seagate Technology
3.3",Staff Engineer,"₹ 22,73,937"
4215,"Seagate Technology
3.3",Intern,"₹ 30,340/mo"
4216,"Seagate Technology
3.3",Software Engineer,"₹ 7,27,581"
4217,"Seagate Technology
3.3",Senior Firmware Engineer,"₹ 18,00,777"
4218,"Seagate Technology
3.3",Engineer-I,"₹ 9,21,868"
4219,"Icertis
4.2",Software Analyst,"₹ 7,02,394"
4220,"Icertis
4.2",Software Analyst,"₹ 38,423/mo"
4221,"Icertis
4.2",Senior Software Engineer,"₹ 9,38,519"
4222,"Icertis
4.2",Intern,"₹ 14,729/mo"
4223,"Icertis
4.2",Director,"₹ 45,28,456"
4224,"Coresight Research, Inc.
2.9",-1,-1
4225,"Jan Elaaj
1.0",-1,-1
4226,"Tata Insights and Quants
4.0",Systems Engineer,"₹ 5,17,321"
4227,"Tata Insights and Quants
4.0",Manager,"₹ 9,97,928"
4228,"Tata Insights and Quants
4.0",Software Engineer,"₹ 3,61,378"
4229,"Tata Insights and Quants
4.0",Mechanical Engineer,"₹ 24,669/mo"
4230,"Tata Insights and Quants
4.0",Systems Engineer,"₹ 34,763/mo"
4231,"MINDBODY
3.5",QA Analyst,"₹1,126K - ₹1,234K"
4232,"MINDBODY
3.5",Operations,₹19K - ₹21K
4233,"MINDBODY
3.5",Software Engineer III,"₹2,299K - ₹2,510K"
4234,"MINDBODY
3.5",Anonymous,"₹953K - ₹1,025K"
4235,"MINDBODY
3.5",Senior QA Analyst,"₹945K - ₹1,035K"
4236,"Grid Logic Software Private Limited
4.7",Key Account Manager,₹673K - ₹732K
4237,"Grid Logic Software Private Limited
4.7",Software,₹2K - ₹2K
4238,"Grid Logic Software Private Limited
4.7",Process Developer-II,₹226K - ₹248K
4239,"TTEC
3.4",Customer Service Representative,"₹ 24,171/mo"
4240,"TTEC
3.4",Fraud Analyst,₹19K - ₹24K
4241,"TTEC
3.4",Click To Chat Representative,₹24K - ₹26K
4242,"TTEC
3.4",Fraud Prevention Analyst,₹26K - ₹30K
4243,"TTEC
3.4",Chat Associate,₹24K - ₹26K
